StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Question 10,Question 11,Question 12,Question 13,Question 14,Question 15,Question 16,Question 17,Question 18,Question 19,Question 20,Question 21,Question 22,Question 23,Question 24,Question 25,Question 26,Question 27,Question 28,Question 29,Question 30,Question 31,Question 32,Question 33,Question 34,Question 35,Question 36,Question 37,Question 38,Question 39,Question 40
2023-01-17 21:02:32,2023-01-17 21:13:44,100,671,True,2023-01-17 21:13:45,EN,french_toast,fried_rice,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,ravioli,guacamole,hot_and_sour_soup,hot_and_sour_soup,ice_cream,tacos,french_onion_soup,panna_cotta,pork_chop,french_fries,ramen,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,chicken_quesadilla,spring_rolls,nachos,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,bread_pudding,fish_and_chips,foie_gras
2023-01-18 10:46:59,2023-01-18 11:04:29,100,1049,True,2023-01-18 11:04:30,EN,french_toast,risotto,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,miso_soup,hot_and_sour_soup,ice_cream,tacos,dumplings,panna_cotta,prime_rib,poutine,ramen,pulled_pork_sandwich,french_fries,sashimi,bread_pudding,shrimp_and_grits,chicken_quesadilla,spring_rolls,bruschetta,chicken_quesadilla,carrot_cake,cheese_plate,croque_madame,breakfast_burrito,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,ice_cream,fish_and_chips,bread_pudding
2023-01-18 12:52:47,2023-01-18 13:02:31,100,583,True,2023-01-18 13:02:31,EN,pancakes,fried_rice,fried_rice,panna_cotta,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,hot_and_sour_soup,hot_and_sour_soup,ice_cream,nachos,dumplings,panna_cotta,steak,french_fries,miso_soup,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,chicken_quesadilla,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,apple_pie,fish_and_chips,foie_gras
2023-01-18 14:09:01,2023-01-18 14:14:01,100,299,True,2023-01-18 14:14:02,EN,french_toast,fried_rice,bibimbap,frozen_yogurt,macaroni_and_cheese,grilled_salmon,clam_chowder,tacos,miso_soup,hot_and_sour_soup,ice_cream,nachos,french_onion_soup,panna_cotta,pork_chop,poutine,chicken_curry,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,breakfast_burrito,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,carrot_cake,club_sandwich,cup_cakes,baklava,crab_cakes,apple_pie,fish_and_chips,filet_mignon
2023-01-18 14:10:54,2023-01-18 14:18:06,100,432,True,2023-01-18 14:18:06,EN,pancakes,risotto,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,miso_soup,hot_and_sour_soup,ice_cream,tacos,hot_and_sour_soup,panna_cotta,steak,french_fries,ramen,french_fries,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,breakfast_burrito,spring_rolls,bruschetta,tacos,carrot_cake,cheese_plate,chicken_wings,huevos_rancheros,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,ice_cream,french_fries,filet_mignon
2023-01-18 20:01:37,2023-01-18 20:07:02,100,325,True,2023-01-18 20:07:03,EN,french_toast,fried_rice,fried_rice,ice_cream,macaroni_and_cheese,grilled_salmon,lobster_bisque,tacos,hot_and_sour_soup,hot_and_sour_soup,ice_cream,nachos,hot_and_sour_soup,creme_brulee,steak,french_fries,ramen,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,chicken_quesadilla,spring_rolls,pizza,chicken_quesadilla,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,carrot_cake,club_sandwich,cup_cakes,baklava,falafel,apple_pie,fish_and_chips,bread_pudding
2023-01-18 22:31:32,2023-01-18 22:42:28,100,655,True,2023-01-18 22:42:29,EN,french_toast,risotto,club_sandwich,ice_cream,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,miso_soup,hot_and_sour_soup,ice_cream,nachos,french_onion_soup,cheese_plate,pork_chop,fish_and_chips,miso_soup,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,breakfast_burrito,spring_rolls,bruschetta,samosa,carrot_cake,cheese_plate,samosa,breakfast_burrito,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,bread_pudding,fish_and_chips,filet_mignon
2023-01-19 18:05:25,2023-01-19 18:10:18,100,293,True,2023-01-19 18:10:19,EN,french_toast,fried_rice,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,hummus,guacamole,hot_and_sour_soup,hot_and_sour_soup,ice_cream,nachos,french_onion_soup,panna_cotta,pork_chop,poutine,chicken_curry,pulled_pork_sandwich,poutine,chocolate_cake,bread_pudding,shrimp_and_grits,breakfast_burrito,spring_rolls,nachos,breakfast_burrito,carrot_cake,cheese_plate,samosa,tacos,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,cannoli,falafel,apple_pie,fish_and_chips,foie_gras
2023-01-20 20:39:23,2023-01-20 20:47:28,100,485,True,2023-01-20 20:47:29,EN,french_toast,fried_rice,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,hummus,guacamole,ramen,hot_and_sour_soup,ice_cream,tacos,hot_and_sour_soup,panna_cotta,pork_chop,french_fries,chicken_curry,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,chicken_quesadilla,spring_rolls,nachos,chicken_quesadilla,carrot_cake,cheese_plate,chicken_wings,tacos,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,apple_pie,fish_and_chips,bread_pudding
2023-01-20 21:06:13,2023-01-20 21:16:53,100,639,True,2023-01-20 21:16:54,EN,french_toast,risotto,croque_madame,frozen_yogurt,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,hot_and_sour_soup,miso_soup,ice_cream,nachos,hot_and_sour_soup,panna_cotta,peking_duck,french_fries,chicken_curry,pulled_pork_sandwich,french_fries,chocolate_cake,bread_pudding,shrimp_and_grits,chicken_quesadilla,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,omelette,chocolate_mousse,chicken_wings,tiramisu,club_sandwich,frozen_yogurt,baklava,crab_cakes,ice_cream,fish_and_chips,filet_mignon
2023-01-20 20:52:35,2023-01-20 21:31:26,100,2330,True,2023-01-20 21:31:26,EN,pancakes,fried_rice,bibimbap,frozen_yogurt,macaroni_and_cheese,grilled_salmon,lobster_bisque,guacamole,miso_soup,ramen,ice_cream,tacos,french_onion_soup,panna_cotta,pork_chop,french_fries,ramen,pulled_pork_sandwich,poutine,chocolate_cake,beignets,chicken_curry,breakfast_burrito,spring_rolls,bruschetta,breakfast_burrito,chocolate_cake,cheese_plate,chicken_wings,breakfast_burrito,ice_cream,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,crab_cakes,apple_pie,fish_and_chips,bread_pudding
2023-01-20 22:05:27,2023-01-20 22:15:22,100,594,True,2023-01-20 22:15:23,EN,french_toast,omelette,huevos_rancheros,ice_cream,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,miso_soup,ramen,ice_cream,tacos,hot_and_sour_soup,panna_cotta,steak,french_fries,ramen,french_fries,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,chicken_quesadilla,spring_rolls,bruschetta,chicken_quesadilla,carrot_cake,cheese_plate,croque_madame,breakfast_burrito,chocolate_mousse,takoyaki,apple_pie,lobster_roll_sandwich,cup_cakes,baklava,crab_cakes,apple_pie,fish_and_chips,grilled_salmon
2023-01-21 15:36:13,2023-01-21 15:48:35,100,742,True,2023-01-21 15:48:36,EN,french_toast,fried_rice,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,hummus,chicken_quesadilla,french_onion_soup,ramen,ice_cream,tacos,dumplings,creme_brulee,prime_rib,poutine,ramen,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,chicken_curry,chicken_quesadilla,spring_rolls,breakfast_burrito,breakfast_burrito,carrot_cake,cheese_plate,peking_duck,breakfast_burrito,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,apple_pie,french_fries,bread_pudding
2023-01-21 15:44:27,2023-01-21 16:05:24,100,1256,True,2023-01-21 16:05:24,EN,french_toast,fried_rice,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,french_onion_soup,tacos,ramen,hot_and_sour_soup,ice_cream,nachos,dumplings,panna_cotta,steak,poutine,miso_soup,pulled_pork_sandwich,poutine,chocolate_cake,bread_pudding,shrimp_and_grits,chicken_quesadilla,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,tiramisu,club_sandwich,frozen_yogurt,baklava,falafel,apple_pie,fish_and_chips,bread_pudding
2023-01-21 15:40:07,2023-01-21 16:45:57,100,3950,True,2023-01-21 16:45:58,EN,french_toast,fried_rice,croque_madame,frozen_yogurt,gyoza,grilled_salmon,escargots,tacos,ramen,miso_soup,ice_cream,tacos,hot_and_sour_soup,creme_brulee,steak,fish_and_chips,ramen,pulled_pork_sandwich,french_fries,chocolate_cake,bread_pudding,chicken_curry,chicken_quesadilla,gyoza,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,samosa,breakfast_burrito,chocolate_mousse,chicken_wings,red_velvet_cake,club_sandwich,cup_cakes,cannoli,beignets,fried_calamari,fish_and_chips,filet_mignon
2023-01-22 00:27:55,2023-01-22 01:13:19,100,2724,True,2023-01-22 01:13:20,EN,french_toast,fried_rice,bibimbap,frozen_yogurt,macaroni_and_cheese,grilled_salmon,lobster_bisque,guacamole,hot_and_sour_soup,hot_and_sour_soup,ice_cream,nachos,ravioli,panna_cotta,pork_chop,poutine,chicken_curry,club_sandwich,french_fries,chocolate_cake,bread_pudding,shrimp_and_grits,grilled_cheese_sandwich,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,ice_cream,samosa,falafel,bread_pudding,fish_and_chips,bread_pudding
2023-01-22 01:09:17,2023-01-22 01:19:10,100,593,True,2023-01-22 01:19:10,EN,pancakes,risotto,fried_rice,frozen_yogurt,gnocchi,grilled_salmon,french_onion_soup,guacamole,miso_soup,hot_and_sour_soup,ice_cream,nachos,dumplings,foie_gras,peking_duck,poutine,chicken_curry,club_sandwich,french_fries,cheese_plate,bread_pudding,shrimp_and_grits,huevos_rancheros,spring_rolls,bruschetta,tacos,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,tiramisu,lobster_roll_sandwich,cup_cakes,baklava,falafel,bread_pudding,fish_and_chips,filet_mignon
2023-01-22 10:20:12,2023-01-22 10:46:00,100,1547,True,2023-01-22 10:46:00,EN,french_toast,risotto,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,hot_and_sour_soup,hot_and_sour_soup,ice_cream,nachos,hot_and_sour_soup,panna_cotta,prime_rib,poutine,ramen,pulled_pork_sandwich,french_fries,chocolate_cake,bread_pudding,shrimp_and_grits,breakfast_burrito,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,apple_pie,club_sandwich,cup_cakes,baklava,falafel,apple_pie,fish_and_chips,foie_gras
2023-01-22 21:07:39,2023-01-22 21:15:40,100,481,True,2023-01-22 21:15:40,EN,french_toast,fried_rice,fried_rice,frozen_yogurt,macaroni_and_cheese,grilled_salmon,french_onion_soup,guacamole,hot_and_sour_soup,miso_soup,ice_cream,nachos,french_onion_soup,panna_cotta,steak,poutine,chicken_curry,pulled_pork_sandwich,french_fries,chocolate_cake,apple_pie,shrimp_and_grits,breakfast_burrito,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,chicken_wings,breakfast_burrito,chocolate_mousse,chicken_wings,tiramisu,club_sandwich,cup_cakes,baklava,crab_cakes,apple_pie,fish_and_chips,pork_chop
2023-01-22 22:37:04,2023-01-22 22:44:34,100,449,True,2023-01-22 22:44:35,EN,french_toast,fried_rice,croque_madame,ice_cream,macaroni_and_cheese,grilled_salmon,clam_chowder,guacamole,hot_and_sour_soup,hot_and_sour_soup,ice_cream,nachos,french_onion_soup,creme_brulee,prime_rib,french_fries,lobster_bisque,club_sandwich,french_fries,red_velvet_cake,apple_pie,shrimp_and_grits,chicken_quesadilla,spring_rolls,bruschetta,breakfast_burrito,carrot_cake,cheese_plate,samosa,breakfast_burrito,chocolate_mousse,chicken_wings,tiramisu,pulled_pork_sandwich,frozen_yogurt,baklava,filet_mignon,bread_pudding,fish_and_chips,pork_chop
